0, 125, 1, 96, 4, 86, 3, 8, 1, 87, 3, 2, 2, 84, 1, 8, 2, 3, 3, 2, 3, 91, 4, 3, 4, 85, 2, 3, 3, 6, 1, 85, 3, 2, 2, 94, 3, 9085
0, 124, 2, 96, 1, 88, 1, 2, 1, 7, 3, 86, 1, 1, 2, 3, 1, 4, 1, 78, 1, 10, 1, 1, 1, 5, 1, 1, 2, 86, 2, 2, 1, 1, 1, 3, 1, 91, 1, 1, 1, 2, 1, 5, 2, 88, 1, 3, 1, 92, 1, 2, 1, 9085
0, 124, 2, 96, 3, 86, 1, 1, 2, 9, 1, 86, 2, 2, 1, 2, 1, 3, 1, 79, 1, 8, 3, 1, 1, 5, 2, 1, 1, 86, 2, 3, 3, 2, 1, 2, 1, 87, 2, 1, 1, 1, 2, 5, 2, 87, 3, 2, 1, 92, 1, 2, 1, 9085
0, 123, 1, 1, 1, 96, 1, 2, 1, 85, 1, 1, 3, 6, 3, 89, 2, 2, 1, 2, 2, 1, 1, 77, 1, 10, 4, 1, 1, 4, 2, 91, 1, 1, 1, 2, 2, 2, 1, 85, 2, 2, 1, 9, 1, 86, 1, 4, 2, 92, 1, 1, 3, 9084
0, 122, 4, 96, 1, 1, 2, 85, 3, 7, 1, 3, 1, 90, 1, 1, 1, 2, 2, 79, 1, 10, 1, 3, 1, 3, 1, 1, 3, 90, 3, 2, 5, 85, 1, 3, 2, 1, 1, 6, 1, 86, 2, 1, 1, 1, 2, 92, 1, 1, 1, 1, 1, 9084
0, 123, 1, 97, 2, 88, 3, 7, 1, 2, 2, 87, 1, 2, 1, 1, 1, 3, 2, 1, 1, 76, 1, 10, 1, 3, 1, 97, 1, 5, 1, 89, 2, 11, 2, 86, 1, 1, 1, 2, 1, 93, 1, 1, 3, 9084
0, 122, 2, 98, 2, 87, 1, 9, 1, 1, 2, 87, 2, 2, 1, 1, 1, 2, 3, 1, 1, 76, 1, 10, 1, 2, 3, 96, 1, 5, 1, 89, 2, 11, 2, 86, 1, 1, 2, 1, 1, 93, 1, 1, 1, 1, 1, 9084
0, 221, 1, 1, 2, 86, 2, 8, 1, 1, 3, 85, 2, 3, 1, 1, 1, 2, 1, 3, 1, 76, 1, 9, 2, 1, 2, 1, 1, 2, 1, 93, 2, 4, 1, 89, 2, 2, 1, 8, 2, 86, 1, 1, 1, 1, 2, 93, 1, 1, 1, 1, 1, 9084
0, 221, 2, 2, 1, 85, 1, 10, 1, 2, 1, 86, 2, 1, 4, 5, 2, 76, 1, 8, 4, 2, 2, 93, 1, 8, 1, 89, 1, 2, 2, 8, 2, 86, 1, 1, 1, 1, 2, 93, 1, 1, 1, 1, 2, 9083
0, 221, 1, 3, 1, 85, 2, 8, 2, 1, 1, 90, 2, 1, 1, 5, 2, 76, 1, 8, 1, 2, 3, 95, 3, 6, 1, 89, 1, 3, 2, 7, 2, 86, 1, 1, 1, 2, 1, 93, 1, 1, 1, 1, 1, 1, 1, 9082
0, 221, 2, 1, 2, 85, 2, 8, 4, 86, 1, 2, 1, 2, 2, 6, 1, 76, 1, 8, 3, 98, 1, 1, 1, 1, 1, 4, 1, 89, 1, 3, 3, 6, 2, 86, 1, 1, 1, 1, 2, 93, 1, 1, 1, 1, 3, 9082
0, 225, 1, 85, 2, 10, 1, 87, 1, 1, 2, 2, 2, 5, 2, 76, 1, 10, 1, 98, 1, 1, 1, 1, 2, 3, 1, 89, 1, 3, 1, 8, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 225, 1, 86, 2, 9, 3, 85, 1, 2, 1, 2, 2, 4, 3, 76, 1, 9, 2, 3, 1, 93, 2, 1, 1, 1, 2, 3, 1, 89, 1, 3, 2, 7, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 224, 2, 85, 4, 10, 1, 85, 1, 2, 1, 3, 1, 83, 1, 10, 1, 2, 1, 1, 1, 92, 1, 2, 1, 1, 1, 4, 1, 89, 1, 3, 1, 1, 1, 6, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 224, 1, 99, 2, 85, 2, 1, 1, 3, 1, 83, 1, 8, 1, 1, 1, 2, 3, 92, 1, 1, 2, 1, 2, 3, 1, 89, 2, 2, 1, 1, 1, 6, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 224, 2, 98, 2, 86, 1, 1, 1, 2, 2, 83, 1, 10, 1, 100, 1, 2, 2, 2, 1, 91, 1, 1, 1, 1, 1, 6, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 225, 1, 98, 1, 87, 1, 1, 1, 2, 2, 83, 1, 9, 2, 3, 2, 95, 2, 2, 1, 2, 1, 90, 2, 1, 4, 5, 2, 85, 2, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 224, 2, 98, 2, 86, 1, 1, 1, 87, 1, 10, 1, 98, 1, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 1, 6, 2, 88, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 97, 2, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 2, 5, 2, 85, 1, 2, 1, 96, 3, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 98, 1, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 1, 6, 2, 86, 1, 1, 1, 96, 3, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 97, 2, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 2, 5, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 98, 1, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 1, 6, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 97, 2, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 2, 5, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 98, 1, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 1, 6, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 97, 2, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 2, 5, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 98, 1, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 1, 6, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 97, 2, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 2, 5, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 98, 1, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 1, 6, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 97, 2, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 2, 5, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 98, 1, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 1, 6, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 97, 2, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 2, 5, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 97, 2, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 1, 6, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
0, 412, 1, 1, 1, 87, 1, 10, 1, 98, 1, 1, 1, 1, 1, 1, 1, 2, 1, 89, 1, 1, 1, 1, 1, 1, 2, 5, 2, 86, 1, 1, 1, 96, 1, 1, 1, 1, 1, 9084
