0, 125, 1, 96, 4, 86, 3, 8, 1, 87, 3, 2, 2, 93, 2, 3, 3, 4, 1, 91, 2, 1, 1, 3, 4, 85, 2, 3, 3, 6, 1, 85, 3, 2, 2, 94, 3, 9085
0, 124, 2, 96, 1, 88, 1, 2, 1, 7, 3, 89, 1, 3, 1, 4, 1, 89, 1, 1, 1, 6, 3, 86, 2, 2, 1, 6, 1, 90, 1, 1, 1, 8, 2, 88, 1, 3, 1, 92, 1, 2, 1, 9085
0, 124, 2, 96, 3, 86, 1, 2, 1, 9, 1, 88, 3, 2, 1, 93, 2, 1, 1, 8, 1, 86, 2, 9, 3, 87, 2, 1, 1, 8, 2, 87, 3, 2, 1, 92, 1, 2, 1, 9085
0, 123, 1, 1, 1, 96, 1, 2, 1, 85, 1, 1, 3, 7, 2, 87, 1, 5, 1, 5, 1, 86, 1, 3, 1, 7, 2, 86, 1, 3, 1, 6, 1, 2, 1, 85, 1, 3, 1, 7, 1, 1, 1, 86, 1, 5, 1, 92, 1, 1, 3, 9084
0, 122, 4, 96, 1, 1, 2, 85, 1, 1, 1, 1, 1, 6, 2, 1, 1, 86, 2, 1, 1, 2, 1, 92, 2, 2, 1, 6, 2, 1, 1, 96, 1, 1, 2, 85, 2, 2, 1, 6, 4, 86, 2, 1, 1, 2, 1, 92, 1, 1, 1, 1, 1, 9084
0, 311, 1, 1, 3, 7, 1, 1, 1, 88, 1, 3, 1, 3, 2, 1, 1, 85, 1, 1, 1, 1, 1, 7, 1, 1, 1, 85, 2, 2, 1, 95, 1, 1, 1, 1, 1, 98, 1, 3, 1, 92, 1, 1, 3, 9084
0, 311, 3, 1, 1, 6, 4, 85, 1, 2, 1, 3, 1, 3, 1, 1, 1, 86, 1, 1, 1, 1, 1, 6, 4, 86, 1, 98, 1, 1, 1, 1, 1, 95, 1, 2, 1, 3, 1, 92, 3, 1, 1, 9084
0, 313, 1, 1, 1, 9, 1, 86, 1, 1, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 96, 1, 1, 1, 3, 1, 94, 1, 1, 1, 9084
0, 312, 2, 1, 1, 9, 1, 85, 2, 1, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 2, 1, 1, 3, 1, 93, 2, 1, 1, 9084
0, 311, 1, 1, 1, 1, 1, 9, 1, 88, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 98, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9084
0, 311, 3, 1, 1, 9, 1, 85, 1, 2, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 1, 2, 1, 3, 1, 92, 3, 1, 1, 9084
0, 313, 1, 1, 1, 9, 1, 86, 1, 1, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 96, 1, 1, 1, 3, 1, 94, 1, 1, 1, 9084
0, 312, 2, 1, 1, 9, 1, 85, 2, 1, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 2, 1, 1, 3, 1, 93, 2, 1, 1, 9084
0, 311, 1, 1, 1, 1, 1, 9, 1, 88, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 98, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9084
0, 311, 3, 1, 1, 9, 1, 85, 1, 2, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 1, 2, 1, 3, 1, 92, 3, 1, 1, 9084
0, 313, 1, 1, 1, 9, 1, 86, 1, 1, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 96, 1, 1, 1, 3, 1, 94, 1, 1, 1, 9084
0, 312, 2, 1, 1, 9, 1, 85, 2, 1, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 2, 1, 1, 3, 1, 93, 2, 1, 1, 9084
0, 311, 1, 1, 1, 1, 1, 9, 1, 88, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 98, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9084
0, 311, 3, 1, 1, 9, 1, 85, 1, 2, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 1, 2, 1, 3, 1, 92, 3, 1, 1, 9084
0, 313, 1, 1, 1, 9, 1, 86, 1, 1, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 96, 1, 1, 1, 3, 1, 94, 1, 1, 1, 9084
0, 312, 2, 1, 1, 9, 1, 85, 2, 1, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 2, 1, 1, 3, 1, 93, 2, 1, 1, 9084
0, 311, 1, 1, 1, 1, 1, 9, 1, 88, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 98, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9084
0, 311, 3, 1, 1, 9, 1, 85, 1, 2, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 1, 2, 1, 3, 1, 92, 3, 1, 1, 9084
0, 313, 1, 1, 1, 9, 1, 86, 1, 1, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 96, 1, 1, 1, 3, 1, 94, 1, 1, 1, 9084
0, 312, 2, 1, 1, 9, 1, 85, 2, 1, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 2, 1, 1, 3, 1, 93, 2, 1, 1, 9084
0, 311, 1, 1, 1, 1, 1, 9, 1, 88, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 98, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9084
0, 311, 3, 1, 1, 9, 1, 85, 1, 2, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 1, 2, 1, 3, 1, 92, 3, 1, 1, 9084
0, 313, 1, 1, 1, 9, 1, 86, 1, 1, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 96, 1, 1, 1, 3, 1, 94, 1, 1, 1, 9084
0, 312, 2, 1, 1, 9, 1, 85, 2, 1, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 2, 1, 1, 3, 1, 93, 2, 1, 1, 9084
0, 311, 1, 1, 1, 1, 1, 9, 1, 88, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 98, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9084
0, 311, 3, 1, 1, 9, 1, 85, 1, 2, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 1, 2, 1, 3, 1, 92, 3, 1, 1, 9084
0, 313, 1, 1, 1, 9, 1, 86, 1, 1, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 96, 1, 1, 1, 3, 1, 94, 1, 1, 1, 9084
0, 312, 2, 1, 1, 9, 1, 85, 2, 1, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 2, 1, 1, 3, 1, 93, 2, 1, 1, 9084
0, 311, 1, 1, 1, 1, 1, 9, 1, 88, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 98, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9084
0, 311, 3, 1, 1, 9, 1, 85, 1, 2, 1, 3, 1, 6, 1, 85, 1, 1, 1, 1, 1, 9, 1, 86, 1, 98, 1, 1, 1, 1, 1, 95, 1, 2, 1, 3, 1, 92, 3, 1, 1, 9084
0, 313, 1, 1, 1, 9, 1, 86, 1, 1, 1, 3, 1, 92, 1, 1, 1, 1, 1, 9, 1, 86, 1, 2, 1, 95, 1, 1, 1, 1, 1, 96, 1, 1, 1, 3, 1, 94, 1, 1, 1, 9084
