0, 125, 1, 96, 4, 86, 3, 6, 3, 11, 2, 74, 3, 2, 2, 3, 2, 12, 2, 64, 2, 8, 2, 3, 3, 2, 3, 77, 2, 8, 1, 3, 4, 3, 4, 85, 2, 3, 3, 6, 1, 85, 3, 2, 2, 94, 3, 9085
0, 124, 2, 95, 5, 85, 4, 6, 4, 10, 2, 74, 4, 1, 3, 2, 2, 12, 2, 64, 2, 8, 3, 1, 4, 2, 4, 76, 2, 8, 1, 3, 4, 2, 5, 85, 3, 1, 4, 5, 2, 85, 4, 1, 3, 92, 4, 9085
0, 123, 3, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 1, 1, 4, 2, 5, 85, 3, 1, 4, 4, 3, 85, 4, 1, 3, 92, 4, 9085
0, 122, 4, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 3, 4, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
0, 121, 5, 95, 5, 85, 4, 6, 5, 9, 2, 74, 4, 1, 3, 2, 2, 1, 1, 10, 2, 64, 2, 8, 3, 1, 4, 2, 5, 75, 2, 8, 1, 1, 6, 2, 5, 85, 3, 1, 4, 2, 5, 85, 4, 1, 3, 92, 4, 9085
